docno,text,qid,query,score,rank,prompt,answer_number,weighted_position,num_answer_words,num_matching_words,model,is_natural_question,contains_only_query_words,query_prompt
chatgpt_68,"Multiple sclerosis (MS) is a chronic neurological disease that affects the central nervous system. Here is a list of common symptoms associated with multiple sclerosis:

1. Fatigue: Feeling excessively tired, even after getting enough rest.
2. Numbness or tingling: Sensations of pins and needles or loss of feeling in various parts of the body.
3. Muscle weakness or spasms: Difficulty controlling or moving the muscles, including muscle cramps or stiffness.
4. Difficulty walking or balance issues: Unsteady gait, clumsiness, or problems with coordination.
5. Vision problems: Blurred or double vision, loss of vision, eye pain, or eye movement issues.
6. Dizziness or vertigo: Feeling lightheaded, dizzy, or experiencing a spinning sensation.
7. Problems with coordination and balance: Difficulty maintaining balance while standing or walking.
8. Cognitive changes: Issues with memory, concentration, problem-solving, or multitasking.
9. Emotional changes: Mood swings, depression, anxiety, irritability, or emotional instability.
10. Pain or discomfort: Chronic pain, including headaches, facial pain, or muscle pain.
11. Bladder and bowel problems: Incontinence, urgency, difficulty emptying the bladder, constipation, or diarrhea.
12. Sexual dysfunction: Decreased libido, erectile dysfunction, or difficulty achieving orgasm.
13. Speech and swallowing difficulties: Slurred speech, difficulty articulating, or trouble swallowing.
14. Heat sensitivity: Increased symptoms or a temporary worsening of symptoms when exposed to heat.

It's important to note that MS symptoms can vary greatly from person to person. Some individuals may experience only mild symptoms, while others may have more severe and debilitating symptoms. If you suspect you may have multiple sclerosis or are experiencing any of these symptoms, it's important to consult with a healthcare professional for proper diagnosis and treatment.",68,List of multiple sclerosis symptoms,-0.0169767495244741,0,question,8,0.0,268,17,ChatGPT,False,False,"question
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system. The symptoms of MS can vary widely from person to person, and may change over time. Here is a list of common symptoms that individuals with MS may experience:

1. Fatigue: Feeling extremely tired and lacking energy is one of the most common symptoms of MS.

2. Numbness or tingling: Many people with MS experience numbness or tingling in their limbs, face, or other body parts.

3. Muscle weakness: Weakness in the arms or legs, difficulty walking, and poor coordination are common symptoms of MS.

4. Balance problems: MS can affect your balance and coordination, leading to difficulties with walking or standing.

5. Vision problems: Blurred or double vision, eye pain, and involuntary eye movements can occur in MS.

6. Cognitive difficulties: Some individuals with MS may experience problems with memory, attention, and concentration.

7. Depression and anxiety: MS can have a significant impact on mental health, leading to symptoms of depression and anxiety.

8. Pain and spasms: MS can cause muscle pain, as well as involuntary muscle spasms or stiffness.

9. Problems with speech and swallowing: MS can affect the muscles involved in speech and swallowing, leading to difficulties in these areas.

10. Bladder and bowel dysfunction: MS can affect the nerves that control bladder and bowel function, causing problems such as urinary urgency, incontinence, or constipation.

It's important to note that these symptoms can vary in severity and may come and go over time. If you are experiencing any of these symptoms or suspect you may have MS, it's essential to consult with a healthcare professional for a proper diagnosis and appropriate management.",68,List of multiple sclerosis symptoms,-0.0166720934212207,0,multimedqa,4,0.0,279,17,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system. The symptoms experienced by individuals with MS can vary widely, but here is a list of common symptoms associated with the condition:

1. Fatigue: Extreme exhaustion and lack of energy that may interfere with daily activities.
2. Numbness or tingling: Often occurring in the limbs, face, or other areas of the body.
3. Muscle weakness: Difficulty with coordination or weakened muscles, leading to problems with balance and mobility.
4. Balance and coordination problems: Unsteady gait, difficulty maintaining balance, and coordination issues.
5. Vision problems: Blurred vision, double vision, or partial loss of vision, usually occurring in one eye at a time.
6. Cognitive difficulties: Problems with memory, attention, problem-solving, and other cognitive functions.
7. Bladder and bowel dysfunction: Frequent urination, urgency, difficulty emptying the bladder, constipation, and bowel incontinence.
8. Sensory changes: Heightened sensitivity to touch, temperature, or pain, or decreased sensitivity in certain areas.
9. Spasticity: Muscle stiffness and involuntary muscle spasms.
10. Speech difficulties: Slurred speech or difficulty articulating words.
11. Emotional changes: Depression, anxiety, mood swings, and uncontrollable laughing or crying.
12. Sexual problems: Decreased libido, erectile dysfunction, or difficulty achieving orgasm.
13. Pain: Chronic pain, often in the form of neuropathic pain or muscle spasms.

It's important to note that these symptoms can vary greatly among individuals with MS, and not all symptoms may be experienced by everyone. If you suspect you may have MS or are experiencing any of these symptoms, it's crucial to consult with a healthcare professional for an accurate diagnosis and appropriate management.",68,List of multiple sclerosis symptoms,-0.0178701356053352,0,multimedqa,3,0.0,265,13,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system. It can cause a wide range of symptoms that vary from person to person. Here is a list of common symptoms associated with multiple sclerosis:

1. Fatigue: Feeling excessively tired or lacking energy is one of the most common symptoms of MS.
2. Numbness or tingling: Many individuals with MS experience numbness or tingling sensations, often in the limbs or face.
3. Muscle weakness: Weakness in the limbs, difficulty with coordination, and problems with balance are common symptoms.
4. Vision problems: MS can affect vision, causing blurred vision, double vision, or pain during eye movement.
5. Problems with coordination and balance: Difficulty with walking, clumsiness, and unsteady movements can occur.
6. Muscle spasms and stiffness: MS may cause muscle spasms, cramps, or stiffness, which can be painful.
7. Cognitive difficulties: Some individuals with MS may experience problems with memory, attention, and problem-solving.
8. Bladder and bowel issues: MS can lead to problems with urinary urgency, frequency, or incontinence, as well as constipation.
9. Sensory changes: Changes in sensation, such as a reduced ability to taste or smell, can occur in MS.
10. Emotional changes: Depression, anxiety, and mood swings can be associated with MS.

It is important to note that the symptoms of MS can vary widely and may change over time. If you are experiencing any of these symptoms or have concerns, it is recommended to consult a healthcare professional for an accurate diagnosis and appropriate management.",68,List of multiple sclerosis symptoms,-0.0176736265420913,0,multimedqa,7,0.0,252,15,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system, including the brain and spinal cord. The symptoms of MS can vary widely among individuals and can change over time. Here is a list of common symptoms:

1. Fatigue: Feeling excessively tired and lacking energy is one of the most common symptoms of MS.
2. Numbness or tingling: Sensations of numbness, tingling, or pins and needles in different parts of the body.
3. Muscle weakness: Weakness or difficulty in moving certain muscles, which can affect coordination and balance.
4. Spasticity: Stiffness and involuntary muscle spasms, often leading to difficulties in movement.
5. Balance and coordination problems: These can manifest as clumsiness, unsteadiness, or problems with walking.
6. Vision problems: Blurred vision, double vision, or loss of vision are common symptoms of MS.
7. Problems with speech and swallowing: MS can affect the muscles involved in speech and swallowing, leading to difficulties in these areas.
8. Cognitive changes: Some people with MS may experience memory problems, difficulties with concentration, or changes in judgment.
9. Emotional changes: MS can affect mood, leading to depression, anxiety, or mood swings.
10. Pain and discomfort: MS can cause various types of pain, including nerve pain, muscle pain, and headaches.

It is important to note that these symptoms can vary in severity and may come and go. Additionally, not everyone with MS will experience all of these symptoms. If you suspect you may have MS or are experiencing any concerning symptoms, it is recommended to consult with a healthcare professional for a proper evaluation and diagnosis.",68,List of multiple sclerosis symptoms,-0.0180949382483959,0,multimedqa,5,0.0,264,17,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system. The symptoms of MS can vary widely from person to person, as the condition can affect different parts of the brain and spinal cord. Here is a list of common symptoms associated with multiple sclerosis:

1. Fatigue: One of the most common symptoms is extreme tiredness or fatigue, which can significantly affect daily activities.

2. Numbness and tingling: Many individuals with MS experience sensations of numbness, tingling, or pins and needles in various parts of the body, such as the face, arms, or legs.

3. Weakness: Muscle weakness or difficulty with coordination and balance is another common symptom. This may result in clumsiness, stumbling, or difficulty walking.

4. Visual disturbances: MS can cause blurred or double vision, eye pain, or involuntary eye movements (nystagmus). Optic neuritis, inflammation of the optic nerve, is a common visual symptom.

5. Problems with coordination and balance: MS can affect the cerebellum, leading to difficulties with coordination, balance, and tremors.

6. Difficulty walking: Due to muscle weakness, poor coordination, or balance problems, individuals with MS may experience difficulties with walking or may need assistance, such as a cane or walker.

7. Spasticity and muscle stiffness: MS can cause muscle spasms, stiffness, and tightness. These symptoms can be painful and affect mobility.

8. Bladder and bowel problems: MS can affect the nerves that control bladder and bowel function, leading to urinary urgency, frequency, incontinence, or constipation.

9. Cognitive changes: Some individuals with MS may experience cognitive difficulties, including problems with memory, attention, problem-solving, or multitasking.

10. Emotional changes: MS can also affect mood and emotions, leading to depression, anxiety, irritability, or changes in personality.

It's important to note that these symptoms can vary in severity and may come and go over time. If you experience any of these symptoms or suspect you may have MS, it is crucial to consult with a healthcare professional for a proper diagnosis and appropriate management.",68,List of multiple sclerosis symptoms,-0.0161495432257652,0,multimedqa,6,0.0,329,18,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"There are several symptoms associated with multiple sclerosis (MS). It's important to note that the symptoms can vary widely from person to person, and they may also change over time. Here is a list of common symptoms:

1. Fatigue: This is one of the most common symptoms of MS, and it can be overwhelming and debilitating.

2. Numbness or tingling: Many people with MS experience a sensation of numbness or tingling in different parts of their body, often in the limbs.

3. Weakness: MS can cause muscle weakness, making it difficult to perform daily activities.

4. Problems with coordination and balance: Many individuals with MS experience difficulties with balance, coordination, and walking.

5. Muscle spasms and stiffness: MS can cause involuntary muscle spasms and stiffness, which may be painful.

6. Blurred or double vision: Vision problems, such as blurred vision, decreased vision, or double vision, are common in people with MS.

7. Problems with speech and swallowing: MS can affect the muscles involved in speech and swallowing, leading to difficulties in these areas.

8. Cognitive difficulties: Some individuals with MS may experience cognitive impairment, including problems with memory, attention, and problem-solving.

9. Emotional changes: MS can affect a person's mood and emotions, leading to depression, anxiety, irritability, or mood swings.

10. Pain: Chronic pain, such as headaches, muscle pain, or nerve pain, can be a symptom of MS.

11. Bladder and bowel problems: MS can impact the function of the bladder and bowel, leading to urinary urgency, frequency, or incontinence, as well as constipation or bowel incontinence.

12. Sexual dysfunction: MS can affect sexual function and desire in both men and women.

It's important to remember that these symptoms can also be caused by other conditions, so it's essential to consult with a healthcare professional for an accurate diagnosis.",68,List of multiple sclerosis symptoms,-0.0183096248656511,0,question,7,0.0,299,14,ChatGPT,False,False,"question
(query)"
chatgpt_68,"- Fatigue: One of the most common symptoms of multiple sclerosis, causing overwhelming tiredness and a lack of energy.
- Numbness or tingling: Many individuals with MS experience numbness or tingling sensations in various parts of their body, such as the arms, legs, or face.
- Muscle weakness: MS can cause muscle weakness, making it difficult to perform everyday tasks or participate in physical activities.
- Coordination and balance problems: Individuals with MS may experience difficulty with coordination and balance, leading to clumsiness or problems with walking.
- Problems with walking: MS can cause difficulty with walking, such as a loss of balance, stumbling, or needing to use a mobility aid like a cane or walker.
- Vision problems: Some individuals with MS may experience blurry or double vision, eye pain, or a loss of vision in one eye.
- Dizziness and vertigo: MS can cause dizziness and a spinning sensation known as vertigo.
- Cognitive changes: MS can affect cognitive abilities, including memory problems, difficulty concentrating, and trouble with problem-solving or multitasking.
- Emotional changes: Many individuals with MS experience mood swings, depression, or anxiety.
- Bladder and bowel problems: MS can cause bladder and bowel dysfunction, leading to issues such as urinary urgency, frequency, or incontinence, as well as constipation or diarrhea.
- Sexual dysfunction: Some individuals with MS may experience sexual problems, such as decreased libido, erectile dysfunction, or difficulty achieving orgasm.
- Pain: MS can cause various types of pain, including muscle pain, joint pain, or neuropathic pain (burning or tingling sensation).
- Speech and swallowing difficulties: Some individuals with MS may experience problems with speech, such as slurred or difficult-to-understand speech, as well as difficulty swallowing.
- Heat sensitivity: Many individuals with MS are sensitive to heat and may experience a worsening of symptoms when exposed to hot temperatures.
- Sensory changes: MS can cause abnormal sensations, such as tingling, burning, or itching, often in the limbs or trunk.
- Tremors or involuntary movements: Some individuals with MS may experience tremors or uncontrollable movements, known as spasticity.
- Hearing loss or tinnitus: MS can cause hearing loss or ringing in the ears (tinnitus) in some individuals.
- Swallowing difficulties: MS can affect the muscles involved in swallowing, leading to problems with eating or drinking.",68,List of multiple sclerosis symptoms,-0.0445753186941146,0,question,10,0.0,379,11,ChatGPT,False,False,"question
(query)"
chatgpt_68,"Common symptoms of multiple sclerosis (MS) can vary greatly between individuals, but some of the most common symptoms include:

1. Fatigue: Feeling excessively tired and lacking energy, even after rest or sleep.
2. Numbness and tingling: Feeling a sensation of pins and needles or numbness in various parts of the body, such as the arms, legs, or face.
3. Muscle weakness: Weakness or difficulty in moving certain muscles, which can affect mobility and coordination.
4. Balance and coordination problems: Difficulties with balance, coordination, and walking, leading to unsteadiness or clumsiness.
5. Vision problems: Blurred vision, double vision, or eye pain, often resulting from inflammation of the optic nerve (optic neuritis).
6. Cognitive difficulties: Problems with memory, concentration, attention, and problem-solving abilities.
7. Depression and anxiety: Emotional changes, including feelings of sadness, anxiety, or irritability.
8. Pain and spasms: Experiencing pain, muscle spasms, or stiffness in various parts of the body.
9. Bladder and bowel problems: Issues with bladder control, such as urgency, frequency, or incontinence, as well as constipation or diarrhea.
10. Sexual dysfunction: Difficulties with sexual arousal, desire, or performance.
11. Speech difficulties: Slurred speech, difficulty finding words, or changes in vocal tone or volume.
12. Heat sensitivity: Increased symptoms or worsened functioning when exposed to heat or hot environments.

It is important to note that these symptoms can vary in severity and frequency, and individuals with MS may experience a combination of different symptoms. Additionally, symptoms may come and go or change over time.",68,List of multiple sclerosis symptoms,-0.0227303989231586,0,q,1,0.0,246,15,ChatGPT,False,False,"q
(query)"
chatgpt_68,"1. Fatigue: Many individuals with multiple sclerosis experience extreme fatigue, which can impact their daily activities and quality of life.

2. Muscle weakness: Weakness in the muscles, particularly in the arms and legs, can occur in multiple sclerosis. This can make it difficult to perform everyday tasks.

3. Numbness or tingling: Some people with multiple sclerosis may experience numbness or tingling in different parts of their body, such as the face, arms, or legs.

4. Balance and coordination problems: Multiple sclerosis can affect the nerves responsible for balance and coordination, leading to difficulties with walking, stumbling, or loss of balance.

5. Problems with speech and swallowing: Damage to the nerves controlling speech and swallowing can result in slurred speech, difficulty in articulating words, or problems with swallowing.

6. Blurred or double vision: Multiple sclerosis can cause inflammation or damage to the optic nerves, leading to blurred or double vision, as well as pain in the eyes.

7. Problems with memory and concentration: Some individuals with multiple sclerosis may experience difficulties with memory, attention, and concentration, which can impact their ability to perform tasks or remember information.

8. Emotional changes: Mood swings, depression, anxiety, or irritability can occur in multiple sclerosis due to the impact on the central nervous system.

9. Bowel and bladder problems: Multiple sclerosis can disrupt the signals between the brain and the bladder or bowel, resulting in urinary urgency, frequency, incontinence, or difficulty with bowel movements.

10. Pain and muscle spasms: Some people with multiple sclerosis may experience chronic pain, including headaches, back pain, or muscle spasms throughout the body.

It is important to note that multiple sclerosis symptoms can vary greatly between individuals, and not everyone will experience all of these symptoms. Additionally, the severity and progression of symptoms can also vary from person to person.",68,List of multiple sclerosis symptoms,-0.0299089346081018,0,question,3,0.0,300,26,ChatGPT,False,False,"question
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic neurological condition that affects the central nervous system. The symptoms of MS can vary widely among individuals, and they can also change over time. Here is a list of common symptoms associated with multiple sclerosis:

1. Fatigue: Feeling extremely tired, even after getting enough rest, is a common symptom of MS.

2. Muscle weakness and spasms: MS can cause muscle weakness, stiffness, or difficulty coordinating movements. Muscle spasms or involuntary muscle contractions may also occur.

3. Numbness or tingling: Many people with MS experience numbness or tingling sensations, often in the limbs, which may come and go or persist for extended periods.

4. Balance and coordination problems: MS can affect balance, making it difficult to walk or maintain coordination.

5. Problems with walking: MS can cause difficulties with walking due to muscle weakness, spasticity, or balance issues.

6. Vision problems: Blurred or double vision, decreased visual acuity, or pain during eye movement are common visual symptoms of MS.

7. Cognitive difficulties: Some individuals with MS may experience problems with memory, attention, problem-solving, or other cognitive functions.

8. Bladder and bowel dysfunction: MS can affect the control of urination and bowel movements, leading to issues such as urinary urgency, frequency, or incontinence.

9. Sexual dysfunction: MS may also cause sexual problems, including decreased libido, erectile dysfunction, or difficulties with arousal or orgasm.

10. Pain and tingling sensations: MS-related pain can manifest as sharp, stabbing, or burning sensations, often in the face or limbs.

It is important to note that these symptoms can vary in severity and frequency among individuals with MS. If you experience any of these symptoms or have concerns about your health, it is recommended to consult with a healthcare professional for a proper diagnosis and management plan.",68,List of multiple sclerosis symptoms,-0.0155844679102301,0,multimedqa,10,0.0,295,15,ChatGPT,False,False,"multimedqa
(query)"
chatgpt_68,"Multiple sclerosis (MS) is a chronic autoimmune disease that affects the central nervous system. It can cause a wide range of symptoms, which can vary from person to person. Here is a list of common symptoms associated with multiple sclerosis:

1. Fatigue: Excessive tiredness and lack of energy are common in MS.
2. Numbness or tingling: Sensations of numbness, tingling, or pins and needles can occur in different parts of the body.
3. Muscle weakness or spasms: MS can cause muscle weakness or stiffness, as well as involuntary muscle spasms or cramps.
4. Difficulty walking or coordination problems: MS can affect balance, coordination, and the ability to walk properly.
5. Problems with vision: Blurred vision, double vision, or loss of vision in one eye can occur due to MS affecting the optic nerves.
6. Problems with balance and coordination: MS can lead to dizziness, unsteady gait, and coordination difficulties.
7. Cognitive changes: Some individuals may experience problems with memory, attention, concentration, or problem-solving abilities.
8. Bowel and bladder function problems: MS can cause issues with bladder control, leading to frequent urination or difficulty emptying the bladder. Bowel problems such as constipation or incontinence may also arise.
9. Sexual problems: MS can affect sexual function, leading to decreased libido, erectile dysfunction, or difficulties with arousal or orgasm.
10. Pain and spasms: Some individuals with MS may experience chronic pain, including nerve pain or muscle spasms.
11. Emotional changes: Mood swings, depression, anxiety, or emotional instability can occur in MS.
12. Sensitivity to heat: Many people with MS find that their symptoms worsen when exposed to heat, such as hot weather or hot baths.

It's important to note that not everyone with MS will experience all of these symptoms, and the severity can vary greatly. If you suspect you may have MS or are experiencing any of these symptoms, it is best to consult with a healthcare professional for a proper diagnosis and suitable treatment options.",68,List of multiple sclerosis symptoms,-0.0225312300026416,0,multimedqa,2,0.0,324,14,ChatGPT,False,False,"multimedqa
(query)"
